Seqname	GeneSymbol	Type	Diagrams	Total	Context+	Context	Structure	Energy	"Branch Length"	Pct	8mer	7mer-m8	7mer-A1	6mer	"Offset 6mer"	Imperfect	8mer	7mer-m8	7mer-A1	6mer	"Offset 6mer"	Imperfect	"UTR Length"
XM_014157432	mmp16	NonCoding	"Click Me"	1	-0.393	-0.346	149	-24.31	0		0	0	0	0	0	0	1	0	0	0	0	0	2189
XM_014128377	LOC106563132	NonCoding	"Click Me"	1	-0.393	-0.341	148	-18.19	0		0	0	0	0	0	0	1	0	0	0	0	0	2270
NM_001173943	gsh0	Coding	"Click Me"	1	-0.393	-0.42	157	-21.12	0		0	0	0	0	0	0	1	0	0	0	0	0	1921
XM_014185809	LOC106594435	NonCoding	"Click Me"	1	-0.393	-0.437	148	-18.22	0		0	0	0	0	0	0	1	0	0	0	0	0	2001
XM_014137059	LOC106567573	NonCoding	"Click Me"	1	-0.393	-0.39	145	-16.63	0		0	0	0	0	0	0	1	0	0	0	0	0	1442
XM_014157428	mmp16	NonCoding	"Click Me"	1	-0.393	-0.346	149	-24.31	0		0	0	0	0	0	0	1	0	0	0	0	0	4508
XM_014157431	mmp16	NonCoding	"Click Me"	1	-0.393	-0.346	149	-24.31	0		0	0	0	0	0	0	1	0	0	0	0	0	4493
XM_014169566	LOC106584351	NonCoding	"Click Me"	1	-0.393	-0.387	147	-16.24	0		0	0	0	0	0	0	1	0	0	0	0	0	1970
XM_014169567	LOC106584351	NonCoding	"Click Me"	1	-0.393	-0.387	147	-16.24	0		0	0	0	0	0	0	1	0	0	0	0	0	1887
XM_014193202	LOC106601199	NonCoding	"Click Me"	1	-0.393	-0.394	145	-16.38	0		0	0	0	0	0	0	1	0	0	0	0	0	8297
XM_014193203	LOC106601199	NonCoding	"Click Me"	1	-0.393	-0.394	145	-16.38	0		0	0	0	0	0	0	1	0	0	0	0	0	8264
XM_014173984	marco	NonCoding	"Click Me"	1	-0.392	-0.364	149	-18.54	0		0	0	0	0	0	0	1	0	0	0	0	0	1408
XM_014169474	LOC106584325	NonCoding	"Click Me"	1	-0.392	-0.349	163	-25.46	0		0	0	0	0	0	0	1	0	0	0	0	0	4196
XM_014169475	LOC106584325	NonCoding	"Click Me"	1	-0.392	-0.349	163	-25.46	0		0	0	0	0	0	0	1	0	0	0	0	0	4145
XM_014169476	LOC106584325	NonCoding	"Click Me"	1	-0.392	-0.349	163	-25.46	0		0	0	0	0	0	0	1	0	0	0	0	0	4249
XM_014169477	LOC106584325	NonCoding	"Click Me"	1	-0.392	-0.349	163	-25.46	0		0	0	0	0	0	0	1	0	0	0	0	0	3825
XM_014190326	LOC106599206	NonCoding	"Click Me"	1	-0.392	-0.399	141	-17.04	0		0	0	0	0	0	0	1	0	0	0	0	0	1492
XM_014190328	LOC106599206	NonCoding	"Click Me"	1	-0.392	-0.399	141	-17.04	0		0	0	0	0	0	0	1	0	0	0	0	0	1473
XR_001320039	LOC106567330	NonCoding	"Click Me"	1	-0.392	-0.365	152	-19.87	0		0	0	0	0	0	0	1	0	0	0	0	0	822
XM_014154363	LOC106576864	NonCoding	"Click Me"	1	-0.391	-0.316	162	-24.01	0		0	0	0	0	0	0	1	0	0	0	0	0	3621
XR_001327703	LOC106600122	NonCoding	"Click Me"	1	-0.391	-0.371	154	-18.03	0		0	0	0	0	0	0	1	0	0	0	0	0	644
XM_014142967	LOC106570534	NonCoding	"Click Me"	1	-0.39	-0.457	152	-18.97	0		0	0	0	0	0	0	1	0	0	0	0	0	2844
XM_014155908	LOC106577628	NonCoding	"Click Me"	1	-0.39	-0.372	148	-17.5	0		0	0	0	0	0	0	1	0	0	0	0	0	4192
XM_014155909	LOC106577628	NonCoding	"Click Me"	1	-0.39	-0.372	148	-17.5	0		0	0	0	0	0	0	1	0	0	0	0	0	3933
XM_014155910	LOC106577628	NonCoding	"Click Me"	1	-0.39	-0.372	148	-17.5	0		0	0	0	0	0	0	1	0	0	0	0	0	4056
XM_014155911	LOC106577628	NonCoding	"Click Me"	1	-0.39	-0.372	148	-17.5	0		0	0	0	0	0	0	1	0	0	0	0	0	3903
XM_014155912	LOC106577628	NonCoding	"Click Me"	1	-0.39	-0.372	148	-17.5	0		0	0	0	0	0	0	1	0	0	0	0	0	3857
XM_014195602	LOC106602762	NonCoding	"Click Me"	1	-0.39	-0.398	156	-21.57	0		0	0	0	0	0	0	1	0	0	0	0	0	3382
XM_014171303	LOC106585267	NonCoding	"Click Me"	1	-0.389	-0.323	148	-20.21	0		0	0	0	0	0	0	1	0	0	0	0	0	4669
XM_014171305	LOC106585267	NonCoding	"Click Me"	1	-0.389	-0.323	148	-20.21	0		0	0	0	0	0	0	1	0	0	0	0	0	5041
XM_014171306	LOC106585267	NonCoding	"Click Me"	1	-0.389	-0.323	148	-20.21	0		0	0	0	0	0	0	1	0	0	0	0	0	4636
XM_014171307	LOC106585267	NonCoding	"Click Me"	1	-0.389	-0.323	148	-20.21	0		0	0	0	0	0	0	1	0	0	0	0	0	4615
XM_014171308	LOC106585267	NonCoding	"Click Me"	1	-0.389	-0.323	148	-20.21	0		0	0	0	0	0	0	1	0	0	0	0	0	4234
XM_014163057	LOC106581179	NonCoding	"Click Me"	1	-0.389	-0.446	140	-16.19	0		0	0	0	0	0	0	1	0	0	0	0	0	1828
XM_014193038	LOC106601106	NonCoding	"Click Me"	1	-0.388	-0.402	151	-19.79	0		0	0	0	0	0	0	1	0	0	0	0	0	4038
XR_001320531	LOC106569660	NonCoding	"Click Me"	1	-0.388	-0.374	172	-24.73	0		0	0	0	0	0	0	1	0	0	0	0	0	567
XM_014133844	LOC106566037	NonCoding	"Click Me"	1	-0.387	-0.471	141	-15.04	0		0	0	0	0	0	0	1	0	0	0	0	0	7383
XR_001321457	LOC106574015	NonCoding	"Click Me"	1	-0.387	-0.386	146	-19.24	0		0	0	0	0	0	0	1	0	0	0	0	0	584
XM_014135529	LOC106566927	NonCoding	"Click Me"	1	-0.387	-0.406	140	-12.99	0		0	0	0	0	0	0	1	0	0	0	0	0	1434
XM_014175852	cssa26h16orf46	NonCoding	"Click Me"	1	-0.387	-0.419	147	-17.1	0		0	0	0	0	0	0	1	0	0	0	0	0	3665
XM_014164110	LOC106581797	NonCoding	"Click Me"	1	-0.387	-0.381	147	-16.71	0		0	0	0	0	0	0	1	0	0	0	0	0	1879
XM_014199454	LOC106604628	NonCoding	"Click Me"	1	-0.386	-0.352	146	-15.41	0		0	0	0	0	0	0	1	0	0	0	0	0	7562
XR_001329760	LOC106609827	NonCoding	"Click Me"	1	-0.386	-0.416	146	-17.13	0		0	0	0	0	0	0	1	0	0	0	0	0	3627
XR_001329761	LOC106609827	NonCoding	"Click Me"	1	-0.386	-0.416	146	-17.13	0		0	0	0	0	0	0	1	0	0	0	0	0	3671
XR_001329762	LOC106609827	NonCoding	"Click Me"	1	-0.386	-0.416	146	-17.13	0		0	0	0	0	0	0	1	0	0	0	0	0	3363
XR_001329763	LOC106609827	NonCoding	"Click Me"	1	-0.386	-0.416	146	-17.13	0		0	0	0	0	0	0	1	0	0	0	0	0	3627
NM_001140144	s22a6	Coding	"Click Me"	1	-0.385	-0.4	145	-15.83	0		0	0	0	0	0	0	1	0	0	0	0	0	2928
XM_014152417	LOC106575746	NonCoding	"Click Me"	1	-0.385	-0.384	154	-27.15	0		0	0	0	0	0	0	1	0	0	0	0	0	1201
XM_014168554	LOC106583905	NonCoding	"Click Me"	1	-0.385	-0.357	157	-17.68	0		0	0	0	0	0	0	1	0	0	0	0	0	3365
XM_014168555	LOC106583905	NonCoding	"Click Me"	1	-0.385	-0.357	157	-17.68	0		0	0	0	0	0	0	1	0	0	0	0	0	2335
XM_014180603	cacb2	NonCoding	"Click Me"	1	-0.385	-0.327	152	-19.43	0		0	0	0	0	0	0	1	0	0	0	0	0	4208
XM_014179670	ercc4	NonCoding	"Click Me"	1	-0.384	-0.346	161	-24.31	0		0	0	0	0	0	0	1	0	0	0	0	0	3271
XM_014162401	LOC106580877	NonCoding	"Click Me"	1	-0.384	-0.384	155	-18.87	0		0	0	0	0	0	0	1	0	0	0	0	0	2883
XM_014187472	LOC106596153	NonCoding	"Click Me"	1	-0.384	-0.356	158	-19.01	0		0	0	0	0	0	0	1	0	0	0	0	0	2077
NM_001140526	rexo4	Coding	"Click Me"	1	-0.383	-0.419	146	-16.51	0		0	0	0	0	0	0	1	0	0	0	0	0	2338
XM_014129473	LOC106563681	NonCoding	"Click Me"	1	-0.383	-0.341	151	-18.35	0		0	0	0	0	0	0	1	0	0	0	0	0	2366
XM_014181950	LOC106590790	NonCoding	"Click Me"	1	-0.383	-0.374	149	-19.13	0		0	0	0	0	0	0	1	0	0	0	0	0	4179
XM_014181957	LOC106590790	NonCoding	"Click Me"	1	-0.383	-0.374	149	-19.13	0		0	0	0	0	0	0	1	0	0	0	0	0	4128
XM_014181965	LOC106590790	NonCoding	"Click Me"	1	-0.383	-0.374	149	-19.13	0		0	0	0	0	0	0	1	0	0	0	0	0	4175
XR_001325100	LOC106590743	NonCoding	"Click Me"	1	-0.383	-0.374	149	-19.13	0		0	0	0	0	0	0	1	0	0	0	0	0	2814
XR_001325945	LOC106593705	NonCoding	"Click Me"	1	-0.382	-0.358	154	-18.42	0		0	0	0	0	0	0	1	0	0	0	0	0	2033
XR_001325946	LOC106593705	NonCoding	"Click Me"	1	-0.382	-0.358	154	-18.42	0		0	0	0	0	0	0	1	0	0	0	0	0	1859
XM_014195846	LOC106602885	NonCoding	"Click Me"	1	-0.382	-0.378	152	-17.29	0		0	0	0	0	0	0	1	0	0	0	0	0	1974
XM_014195847	LOC106602885	NonCoding	"Click Me"	1	-0.382	-0.378	152	-17.29	0		0	0	0	0	0	0	1	0	0	0	0	0	1823
XM_014195848	LOC106602885	NonCoding	"Click Me"	1	-0.382	-0.378	152	-17.29	0		0	0	0	0	0	0	1	0	0	0	0	0	1962
XM_014150795	LOC106574754	NonCoding	"Click Me"	1	-0.382	-0.382	154	-27.15	0		0	0	0	0	0	0	1	0	0	0	0	0	1603
NM_001139792	mapk3	Coding	"Click Me"	1	-0.382	-0.369	149	-13.46	0		0	0	0	0	0	0	1	0	0	0	0	0	2984
NM_001141856	zdh16	Coding	"Click Me"	1	-0.382	-0.371	154	-19.93	0		0	0	0	0	0	0	1	0	0	0	0	0	1185
NM_001141684	hsp70-3	Coding	"Click Me"	1	-0.382	-0.322	156	-21.97	0		0	0	0	0	0	0	1	0	0	0	0	0	2302
XM_014209656	LOC106610343	NonCoding	"Click Me"	1	-0.381	-0.361	161	-26.16	0		0	0	0	0	0	0	1	0	0	0	0	0	1472
XM_014140095	LOC106569111	NonCoding	"Click Me"	1	-0.381	-0.407	150	-22.66	0		0	0	0	0	0	0	1	0	0	0	0	0	2750
XM_014207047	LOC106608865	NonCoding	"Click Me"	1	-0.381	-0.408	167	-24.05	0		0	0	0	0	0	0	1	0	0	0	0	0	4289
XM_014215723	k0841	NonCoding	"Click Me"	1	-0.38	-0.346	144	-14.5	0		0	0	0	0	0	0	1	0	0	0	0	0	2383
XM_014167196	LOC106583248	NonCoding	"Click Me"	1	-0.38	-0.449	148	-14.96	0		0	0	0	0	0	0	1	0	0	0	0	0	2972
XM_014203539	LOC106607006	NonCoding	"Click Me"	1	-0.38	-0.373	161	-24.71	0		0	0	0	0	0	0	1	0	0	0	0	0	2326
XM_014203544	LOC106607006	NonCoding	"Click Me"	1	-0.38	-0.373	161	-24.71	0		0	0	0	0	0	0	1	0	0	0	0	0	2413
NM_001140407	tiar	Coding	"Click Me"	1	-0.38	-0.398	164	-20.07	0		0	0	0	0	0	0	1	0	0	0	0	0	2679
XM_014209314	LOC106610140	NonCoding	"Click Me"	1	-0.379	-0.394	149	-15.7	0		0	0	0	0	0	0	1	0	0	0	0	0	1388
NM_001139851	scpdh	Coding	"Click Me"	1	-0.379	-0.345	163	-21.19	0		0	0	0	0	0	0	1	0	0	0	0	0	1944
XM_014203101	LOC106606738	NonCoding	"Click Me"	1	-0.379	-0.363	155	-20.35	0		0	0	0	0	0	0	1	0	0	0	0	0	2109
XM_014147122	LOC100380641	NonCoding	"Click Me"	1	-0.379	-0.426	148	-14.56	0		0	0	0	0	0	0	1	0	0	0	0	0	15122
XM_014209655	LOC106610343	NonCoding	"Click Me"	1	-0.379	-0.357	161	-26.16	0		0	0	0	0	0	0	1	0	0	0	0	0	1496
XM_014136206	LOC106567193	NonCoding	"Click Me"	1	-0.378	-0.374	153	-15.83	0		0	0	0	0	0	0	1	0	0	0	0	0	1172
XM_014183748	LOC106592409	NonCoding	"Click Me"	1	-0.378	-0.323	154	-22.63	0		0	0	0	0	0	0	1	0	0	0	0	0	1002
XM_014177734	LOC106588584	NonCoding	"Click Me"	1	-0.378	-0.406	148	-16.08	0		0	0	0	0	0	0	1	0	0	0	0	0	3568
XM_014182540	LOC106591328	NonCoding	"Click Me"	1	-0.377	-0.368	147	-18.7	0		0	0	0	0	0	0	1	0	0	0	0	0	1465
XM_014126674	LOC106562097	NonCoding	"Click Me"	1	-0.377	-0.371	152	-17.45	0		0	0	0	0	0	0	1	0	0	0	0	0	3756
XM_014122848	hyi	NonCoding	"Click Me"	1	-0.377	-0.373	151	-16.42	0		0	0	0	0	0	0	1	0	0	0	0	0	1801
XM_014196883	LOC106603335	NonCoding	"Click Me"	1	-0.377	-0.34	148	-20.21	0		0	0	0	0	0	0	1	0	0	0	0	0	7289
XM_014182539	LOC106591328	NonCoding	"Click Me"	1	-0.377	-0.368	147	-18.7	0		0	0	0	0	0	0	1	0	0	0	0	0	1487
XR_001330334	LOC106612647	NonCoding	"Click Me"	1	-0.376	-0.412	141	-16.3	0		0	0	0	0	0	0	1	0	0	0	0	0	1684
XR_001330335	LOC106612647	NonCoding	"Click Me"	1	-0.376	-0.412	141	-16.3	0		0	0	0	0	0	0	1	0	0	0	0	0	1589
XR_001330336	LOC106612647	NonCoding	"Click Me"	1	-0.376	-0.412	141	-16.3	0		0	0	0	0	0	0	1	0	0	0	0	0	1529
XM_014206563	LOC106608573	NonCoding	"Click Me"	1	-0.376	-0.377	147	-17.58	0		0	0	0	0	0	0	1	0	0	0	0	0	1961
XM_014175931	LOC106587493	NonCoding	"Click Me"	1	-0.376	-0.398	153	-19.5	0		0	0	0	0	0	0	1	0	0	0	0	0	979
XM_014171560	LOC106585402	NonCoding	"Click Me"	1	-0.375	-0.377	145	-14.61	0		0	0	0	0	0	0	1	0	0	0	0	0	1315
XR_001320334	LOC106568539	NonCoding	"Click Me"	1	-0.375	-0.368	148	-13	0		0	0	0	0	0	0	1	0	0	0	0	0	457
XM_014164588	LOC106581978	NonCoding	"Click Me"	1	-0.375	-0.406	147	-17.03	0		0	0	0	0	0	0	1	0	0	0	0	0	2762
XM_014129394	LOC106563638	NonCoding	"Click Me"	1	-0.375	-0.357	152	-16.81	0		0	0	0	0	0	0	1	0	0	0	0	0	1397
NM_001173829	tfp11	Coding	"Click Me"	1	-0.375	-0.371	154	-16.99	0		0	0	0	0	0	0	1	0	0	0	0	0	2766
XM_014154452	LOC106576925	NonCoding	"Click Me"	1	-0.375	-0.353	156	-23.74	0		0	0	0	0	0	0	1	0	0	0	0	0	1421
XM_014177931	agr2	NonCoding	"Click Me"	1	-0.374	-0.371	152	-18.7	0		0	0	0	0	0	0	1	0	0	0	0	0	891
XM_014173736	LOC106586445	NonCoding	"Click Me"	1	-0.374	-0.398	164	-24.85	0		0	0	0	0	0	0	1	0	0	0	0	0	5449
XM_014166147	LOC106582757	NonCoding	"Click Me"	1	-0.374	-0.418	151	-18.18	0		0	0	0	0	0	0	1	0	0	0	0	0	2865
XM_014166148	LOC106582757	NonCoding	"Click Me"	1	-0.374	-0.418	151	-18.18	0		0	0	0	0	0	0	1	0	0	0	0	0	2895
XM_014166149	LOC106582757	NonCoding	"Click Me"	1	-0.374	-0.418	151	-18.18	0		0	0	0	0	0	0	1	0	0	0	0	0	2695
XM_014151104	LOC106574966	NonCoding	"Click Me"	1	-0.374	-0.358	147	-20.95	0		0	0	0	0	0	0	1	0	0	0	0	0	960
XM_014145638	emp3	NonCoding	"Click Me"	1	-0.374	-0.392	157	-18.03	0		0	0	0	0	0	0	1	0	0	0	0	0	1129
XM_014195964	rtn7	NonCoding	"Click Me"	1	-0.374	-0.372	146	-14.58	0		0	0	0	0	0	0	1	0	0	0	0	0	1251
XM_014216284	LOC106613729	NonCoding	"Click Me"	1	-0.373	-0.447	157	-17.44	0		0	0	0	0	0	0	1	0	0	0	0	0	2757
XM_014181172	LOC106590302	NonCoding	"Click Me"	1	-0.373	-0.317	147	-17.76	0		0	0	0	0	0	0	1	0	0	0	0	0	3591
XM_014137412	LOC106567751	NonCoding	"Click Me"	1	-0.373	-0.369	154	-15.98	0		0	0	0	0	0	0	1	0	0	0	0	0	1536
XM_014186048	LOC106594651	NonCoding	"Click Me"	1	-0.373	-0.369	154	-15.98	0		0	0	0	0	0	0	1	0	0	0	0	0	1536
XM_014175511	LOC106587275	NonCoding	"Click Me"	1	-0.372	-0.378	154	-17.64	0		0	0	0	0	0	0	1	0	0	0	0	0	1715
XM_014202075	LOC106606015	NonCoding	"Click Me"	1	-0.372	-0.319	145	-22.49	0		0	0	0	0	0	0	1	0	0	0	0	0	437
XM_014210136	LOC106610678	NonCoding	"Click Me"	1	-0.372	-0.394	142	-16.31	0		0	0	0	0	0	0	1	0	0	0	0	0	5652
XM_014210137	LOC106610678	NonCoding	"Click Me"	1	-0.372	-0.394	142	-16.31	0		0	0	0	0	0	0	1	0	0	0	0	0	5280
XM_014204317	LOC106607395	NonCoding	"Click Me"	1	-0.372	-0.315	154	-22.13	0		0	0	0	0	0	0	1	0	0	0	0	0	1716
XM_014204318	LOC106607395	NonCoding	"Click Me"	1	-0.372	-0.315	154	-22.13	0		0	0	0	0	0	0	1	0	0	0	0	0	1606
XM_014161550	LOC106580457	NonCoding	"Click Me"	1	-0.372	-0.355	154	-20.6	0		0	0	0	0	0	0	1	0	0	0	0	0	6440
XM_014161552	LOC106580457	NonCoding	"Click Me"	1	-0.372	-0.355	154	-20.6	0		0	0	0	0	0	0	1	0	0	0	0	0	6431
XM_014161553	LOC106580457	NonCoding	"Click Me"	1	-0.372	-0.355	154	-20.6	0		0	0	0	0	0	0	1	0	0	0	0	0	6431
XM_014161554	LOC106580457	NonCoding	"Click Me"	1	-0.372	-0.355	154	-20.6	0		0	0	0	0	0	0	1	0	0	0	0	0	6407
XM_014161555	LOC106580457	NonCoding	"Click Me"	1	-0.372	-0.355	154	-20.6	0		0	0	0	0	0	0	1	0	0	0	0	0	6371
XM_014143451	LOC106570885	NonCoding	"Click Me"	1	-0.372	-0.395	156	-18.59	0		0	0	0	0	0	0	1	0	0	0	0	0	1358
XM_014161545	LOC106580457	NonCoding	"Click Me"	1	-0.371	-0.355	154	-20.6	0		0	0	0	0	0	0	1	0	0	0	0	0	6531
XM_014161546	LOC106580457	NonCoding	"Click Me"	1	-0.371	-0.355	154	-20.6	0		0	0	0	0	0	0	1	0	0	0	0	0	6525
XM_014161547	LOC106580457	NonCoding	"Click Me"	1	-0.371	-0.355	154	-20.6	0		0	0	0	0	0	0	1	0	0	0	0	0	6510
XM_014161548	LOC106580457	NonCoding	"Click Me"	1	-0.371	-0.355	154	-20.6	0		0	0	0	0	0	0	1	0	0	0	0	0	6486
XM_014161549	LOC106580457	NonCoding	"Click Me"	1	-0.371	-0.355	154	-20.6	0		0	0	0	0	0	0	1	0	0	0	0	0	6453
XR_001327579	LOC106599815	NonCoding	"Click Me"	1	-0.37	-0.349	147	-16.74	0		0	0	0	0	0	0	1	0	0	0	0	0	372
XM_014216030	LOC106613601	NonCoding	"Click Me"	1	-0.37	-0.402	155	-20.59	0		0	0	0	0	0	0	1	0	0	0	0	0	3205
XM_014188152	LOC106596899	NonCoding	"Click Me"	1	-0.37	-0.342	150	-21.88	0		0	0	0	0	0	0	1	0	0	0	0	0	3616
XM_014195685	ccdc90b	NonCoding	"Click Me"	1	-0.37	-0.361	160	-24.78	0		0	0	0	0	0	0	1	0	0	0	0	0	805
XM_014202039	LOC106605993	NonCoding	"Click Me"	1	-0.37	-0.455	149	-20.05	0		0	0	0	0	0	0	1	0	0	0	0	0	2497
XM_014202040	LOC106605993	NonCoding	"Click Me"	1	-0.37	-0.455	149	-20.05	0		0	0	0	0	0	0	1	0	0	0	0	0	2408
XM_014172782	LOC106586007	NonCoding	"Click Me"	1	-0.37	-0.345	161	-21.19	0		0	0	0	0	0	0	1	0	0	0	0	0	1660
XM_014172783	LOC106586007	NonCoding	"Click Me"	1	-0.37	-0.345	161	-21.19	0		0	0	0	0	0	0	1	0	0	0	0	0	1579
XM_014182398	LOC106591186	NonCoding	"Click Me"	1	-0.37	-0.421	148	-18.22	0		0	0	0	0	0	0	1	0	0	0	0	0	2733
XM_014142140	LOC106570115	NonCoding	"Click Me"	1	-0.37	-0.356	148	-19.56	0		0	0	0	0	0	0	1	0	0	0	0	0	4904
XM_014142141	LOC106570115	NonCoding	"Click Me"	1	-0.37	-0.356	148	-19.56	0		0	0	0	0	0	0	1	0	0	0	0	0	4812
XM_014142142	LOC106570115	NonCoding	"Click Me"	1	-0.37	-0.356	148	-19.56	0		0	0	0	0	0	0	1	0	0	0	0	0	4773
XM_014142143	LOC106570115	NonCoding	"Click Me"	1	-0.37	-0.356	148	-19.56	0		0	0	0	0	0	0	1	0	0	0	0	0	4873
XM_014142144	LOC106570115	NonCoding	"Click Me"	1	-0.37	-0.356	148	-19.56	0		0	0	0	0	0	0	1	0	0	0	0	0	4868
XM_014150096	LOC106574297	NonCoding	"Click Me"	1	-0.37	-0.35	147	-16.74	0		0	0	0	0	0	0	1	0	0	0	0	0	7007
XM_014150097	LOC106574297	NonCoding	"Click Me"	1	-0.37	-0.35	147	-16.74	0		0	0	0	0	0	0	1	0	0	0	0	0	7004
XM_014155926	LOC106577633	NonCoding	"Click Me"	1	-0.37	-0.382	150	-19.94	0		0	0	0	0	0	0	1	0	0	0	0	0	4623
XM_014182399	LOC106591186	NonCoding	"Click Me"	1	-0.37	-0.421	148	-18.22	0		0	0	0	0	0	0	1	0	0	0	0	0	1937
XM_014204186	LOC106607326	NonCoding	"Click Me"	1	-0.37	-0.322	155	-20.88	0		0	0	0	0	0	0	1	0	0	0	0	0	4037
XM_014170190	LOC106584689	NonCoding	"Click Me"	1	-0.37	-0.367	150	-19.13	0		0	0	0	0	0	0	1	0	0	0	0	0	1228
XM_014129425	s22a6	NonCoding	"Click Me"	1	-0.37	-0.389	145	-15.83	0		0	0	0	0	0	0	1	0	0	0	0	0	3039
XM_014129426	s22a6	NonCoding	"Click Me"	1	-0.37	-0.389	145	-15.83	0		0	0	0	0	0	0	1	0	0	0	0	0	2952
XM_014182397	LOC106591186	NonCoding	"Click Me"	1	-0.37	-0.421	148	-18.22	0		0	0	0	0	0	0	1	0	0	0	0	0	1841
XM_014187044	LOC106595682	NonCoding	"Click Me"	1	-0.369	-0.349	148	-17.39	0		0	0	0	0	0	0	1	0	0	0	0	0	972
XM_014129427	s22a6	NonCoding	"Click Me"	1	-0.369	-0.389	145	-15.83	0		0	0	0	0	0	0	1	0	0	0	0	0	3178
XM_014129428	s22a6	NonCoding	"Click Me"	1	-0.369	-0.389	145	-15.83	0		0	0	0	0	0	0	1	0	0	0	0	0	2526
XM_014213811	LOC106612557	NonCoding	"Click Me"	1	-0.369	-0.337	162	-21.48	0		0	0	0	0	0	0	1	0	0	0	0	0	638
XR_001327347	LOC106599056	NonCoding	"Click Me"	1	-0.368	-0.307	145	-15.97	0		0	0	0	0	0	0	1	0	0	0	0	0	974
XM_014136073	nol9	NonCoding	"Click Me"	1	-0.368	-0.317	167	-25.66	0		0	0	0	0	0	0	1	0	0	0	0	0	3020
NM_001123597	agr2	Coding	"Click Me"	1	-0.368	-0.367	152	-18.7	0		0	0	0	0	0	0	1	0	0	0	0	0	884
XM_014213901	LOC106612599	NonCoding	"Click Me"	1	-0.368	-0.348	148	-16.77	0		0	0	0	0	0	0	1	0	0	0	0	0	3728
XM_014213902	LOC106612599	NonCoding	"Click Me"	1	-0.368	-0.348	148	-16.77	0		0	0	0	0	0	0	1	0	0	0	0	0	2821
XM_014154871	cfap36	NonCoding	"Click Me"	1	-0.367	-0.338	151	-21.61	0		0	0	0	0	0	0	1	0	0	0	0	0	1832
XM_014180686	LOC106590110	NonCoding	"Click Me"	1	-0.367	-0.352	157	-18.32	0		0	0	0	0	0	0	1	0	0	0	0	0	1463
XM_014131439	LOC106564918	NonCoding	"Click Me"	1	-0.367	-0.389	149	-18.88	0		0	0	0	0	0	0	1	0	0	0	0	0	2071
XM_014131431	LOC106564918	NonCoding	"Click Me"	1	-0.367	-0.389	149	-18.88	0		0	0	0	0	0	0	1	0	0	0	0	0	2074
XM_014128343	LOC106563117	NonCoding	"Click Me"	1	-0.367	-0.346	161	-24.01	0		0	0	0	0	0	0	1	0	0	0	0	0	2524
XM_014182150	LOC106590972	NonCoding	"Click Me"	1	-0.367	-0.349	143	-15.66	0		0	0	0	0	0	0	1	0	0	0	0	0	603
XR_001325670	LOC106592566	NonCoding	"Click Me"	1	-0.367	-0.459	149	-15.55	0		0	0	0	0	0	0	1	0	0	0	0	0	3001
XM_014128247	LOC106563037	NonCoding	"Click Me"	1	-0.366	-0.365	159	-18.65	0		0	0	0	0	0	0	1	0	0	0	0	0	2853
XM_014189829	b3gnt5	NonCoding	"Click Me"	1	-0.366	-0.352	162	-22.06	0		0	0	0	0	0	0	1	0	0	0	0	0	2083
XM_014190652	LOC106599426	NonCoding	"Click Me"	1	-0.366	-0.442	154	-18.15	0		0	0	0	0	0	0	1	0	0	0	0	0	5390
XM_014190653	LOC106599426	NonCoding	"Click Me"	1	-0.366	-0.442	154	-18.15	0		0	0	0	0	0	0	1	0	0	0	0	0	5370
XM_014190654	LOC106599426	NonCoding	"Click Me"	1	-0.366	-0.442	154	-18.15	0		0	0	0	0	0	0	1	0	0	0	0	0	5250
XM_014190657	LOC106599426	NonCoding	"Click Me"	1	-0.366	-0.442	154	-18.15	0		0	0	0	0	0	0	1	0	0	0	0	0	5489
XM_014190658	LOC106599426	NonCoding	"Click Me"	1	-0.366	-0.442	154	-18.15	0		0	0	0	0	0	0	1	0	0	0	0	0	4857
XM_014190659	LOC106599426	NonCoding	"Click Me"	1	-0.366	-0.442	154	-18.15	0		0	0	0	0	0	0	1	0	0	0	0	0	4982
XM_014190660	LOC106599426	NonCoding	"Click Me"	1	-0.366	-0.442	154	-18.15	0		0	0	0	0	0	0	1	0	0	0	0	0	4922
XM_014190661	LOC106599426	NonCoding	"Click Me"	1	-0.366	-0.442	154	-18.15	0		0	0	0	0	0	0	1	0	0	0	0	0	4617
XM_014147121	LOC100380641	NonCoding	"Click Me"	1	-0.366	-0.417	148	-14.56	0		0	0	0	0	0	0	1	0	0	0	0	0	15173
XM_014179452	LOC106589451	NonCoding	"Click Me"	1	-0.366	-0.323	153	-18.31	0		0	0	0	0	0	0	1	0	0	0	0	0	4581
XR_001320396	LOC106568793	NonCoding	"Click Me"	1	-0.366	-0.384	142	-14.24	0		0	0	0	0	0	0	1	0	0	0	0	0	437
XM_014137862	LOC106567946	NonCoding	"Click Me"	1	-0.366	-0.395	146	-17.4	0		0	0	0	0	0	0	1	0	0	0	0	0	3339
XM_014196571	LOC106603215	NonCoding	"Click Me"	1	-0.365	-0.355	144	-18.13	0		0	0	0	0	0	0	1	0	0	0	0	0	3125
XM_014196572	LOC106603215	NonCoding	"Click Me"	1	-0.365	-0.355	144	-18.13	0		0	0	0	0	0	0	1	0	0	0	0	0	4109
XM_014189133	LOC106598047	NonCoding	"Click Me"	1	-0.365	-0.315	167	-25.9	0		0	0	0	0	0	0	1	0	0	0	0	0	407
